"","CheckoutYear","CheckoutMonth","MaterialType","Checkouts","Title","YrMon","date_full"
"78",2015,12,"BOOK",1,"Nineteen eighty-four [text (large print)] / George Orwell.",Dec 2015,2015-12-01
"79",2016,1,"BOOK",6,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",Jan 2016,2016-01-01
"80",2016,1,"BOOK",18,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",Jan 2016,2016-01-01
"81",2016,2,"BOOK",2,"Yi jiu ba si = Nineteen eighty-four / [Ying] Qiaozhi, Aowei'er zhu ; Liu Shao-ming, yi.",Feb 2016,2016-02-01
"82",2016,2,"BOOK",12,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",Feb 2016,2016-02-01
"83",2016,2,"BOOK",6,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",Feb 2016,2016-02-01
"84",2016,3,"BOOK",6,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",Mar 2016,2016-03-01
"85",2016,3,"BOOK",1,"Nineteen eighty-four [text (large print)] / George Orwell.",Mar 2016,2016-03-01
"86",2016,3,"BOOK",11,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",Mar 2016,2016-03-01
"87",2016,4,"BOOK",1,"Nineteen eighty-four [text (large print)] / George Orwell.",Apr 2016,2016-04-01
"88",2016,4,"BOOK",9,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",Apr 2016,2016-04-01
"89",2016,4,"BOOK",9,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",Apr 2016,2016-04-01
"90",2016,5,"BOOK",5,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",May 2016,2016-05-01
"91",2016,5,"BOOK",7,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",May 2016,2016-05-01
"92",2016,6,"BOOK",1,"Yi jiu ba si, dong wu zhuang yuan : Zhong Ying dui zhao quan yi ben / [Ying] Qiaozhi Aoweier, zhu ; Sheng shi jiao yu xi fang ming zhu fan yi wei yuan hui, yi = Nineteen Eighty-four, animal farm / George Owell.",Jun 2016,2016-06-01
"93",2016,6,"BOOK",12,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",Jun 2016,2016-06-01
"94",2016,6,"BOOK",8,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",Jun 2016,2016-06-01
"95",2016,7,"BOOK",11,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",Jul 2016,2016-07-01
"96",2016,7,"BOOK",11,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",Jul 2016,2016-07-01
"97",2016,7,"BOOK",1,"Yi jiu ba si, dong wu zhuang yuan : Zhong Ying dui zhao quan yi ben / [Ying] Qiaozhi Aoweier, zhu ; Sheng shi jiao yu xi fang ming zhu fan yi wei yuan hui, yi = Nineteen Eighty-four, animal farm / George Owell.",Jul 2016,2016-07-01
"98",2016,8,"BOOK",10,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",Aug 2016,2016-08-01
"99",2016,8,"BOOK",8,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",Aug 2016,2016-08-01
"100",2016,8,"BOOK",1,"Yi jiu ba si = Nineteen eighty-four / [Ying] Qiaozhi, Aowei'er zhu ; Liu Shao-ming, yi.",Aug 2016,2016-08-01
"101",2016,9,"BOOK",1,"Yi jiu ba si, dong wu zhuang yuan : Zhong Ying dui zhao quan yi ben / [Ying] Qiaozhi Aoweier, zhu ; Sheng shi jiao yu xi fang ming zhu fan yi wei yuan hui, yi = Nineteen Eighty-four, animal farm / George Owell.",Sep 2016,2016-09-01
"102",2016,9,"BOOK",5,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",Sep 2016,2016-09-01
"103",2016,9,"BOOK",7,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",Sep 2016,2016-09-01
"104",2016,9,"BOOK",2,"Yi jiu ba si = Nineteen eighty-four / [Ying] Qiaozhi, Aowei'er zhu ; Liu Shao-ming, yi.",Sep 2016,2016-09-01
"105",2016,10,"BOOK",12,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",Oct 2016,2016-10-01
"106",2016,10,"BOOK",8,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",Oct 2016,2016-10-01
"107",2016,11,"BOOK",6,"Nineteen eighty-four / a novel by George Orwell ; with a foreword by Thomas Pynchon ; with an afterword by Erich Fromm.",Nov 2016,2016-11-01
"108",2016,11,"BOOK",8,"Nineteen eighty-four / George Orwell ; with an introduction by Julian Symonds.",Nov 2016,2016-11-01
